ACC	LRRC14B	AZD0530	0.270143447861323	-0.0892515473194675	13	0.164556962025316	586	NM_001080478	chr5	+	191625	195468	191653	195468	2	LRRC14B
ACC	SDHA	AZD0530	0.270143447861323	-0.0892515473194675	13	0.164556962025316	586	NM_001294332	chr5	+	218337	257197	218470	256535	14	SDHA
ACC	PDCD6	AZD0530	0.270143447861323	-0.0892515473194675	13	0.164556962025316	587	NR_073609	chr5	+	271735	277055	277055	277055	3	PDCD6
ACC	AHRR	AZD0530	0.270143447861323	-0.0892515473194675	13	0.164556962025316	73	NM_020731	chr5	+	304290	438405	304334	434949	12	AHRR
ACC	EXOC3	AZD0530	0.270143447861323	-0.0892515473194675	13	0.164556962025316	588	NM_007277	chr5	+	443333	467409	446320	467013	13	EXOC3
ACC	CEP72	AZD0530	0.270143447861323	-0.0892515473194675	13	0.164556962025316	589	NM_018140	chr5	+	612404	653666	612476	653268	12	CEP72
ACC	TRIP13	AZD0530	0.270143447861323	-0.0892515473194675	13	0.164556962025316	73	NM_004237	chr5	+	892968	918164	893113	917218	13	TRIP13
ACC	NKD2	AZD0530	0.270143447861323	-0.0892515473194675	13	0.164556962025316	592	NM_001271082	chr5	+	1009076	1038927	1009172	1037783	11	NKD2
ACC	SLC6A19	AZD0530	0.270143447861323	-0.0892515473194675	13	0.164556962025316	594	NM_001003841	chr5	+	1201709	1225230	1201765	1222019	12	SLC6A19
ACC	SLC6A18	AZD0530	0.270143447861323	-0.0892515473194675	13	0.164556962025316	594	NM_182632	chr5	+	1225469	1246304	1225592	1246193	12	SLC6A18
ACC	CCDC127	AZD6244	0.0773788451396422	-0.31848594836639	13	0.164556962025316	586	NM_145265	chr5	-	204874	218297	205411	216964	3	CCDC127
ACC	SLC9A3	AZD6244	0.0773788451396422	-0.31848594836639	13	0.164556962025316	73	NM_001284351	chr5	-	472100	524549	473493	524437	17	SLC9A3
ACC	MIR4456	AZD6244	0.0773788451396422	-0.31848594836639	13	0.164556962025316	589	NR_039661	chr5	-	535954	535997	535997	535997	1	MIR4456
ACC	TPPP	AZD6244	0.0773788451396422	-0.31848594836639	13	0.164556962025316	590	NM_007030	chr5	-	659976	693510	665216	678175	4	TPPP
ACC	ZDHHC11	AZD6244	0.0773788451396422	-0.31848594836639	13	0.164556962025316	591	NM_024786	chr5	-	795719	851101	801221	850717	13	ZDHHC11
ACC	BRD9	AZD6244	0.0773788451396422	-0.31848594836639	13	0.164556962025316	591	NR_134296	chr5	-	863849	892637	892637	892637	17	BRD9
ACC	MIR4635	AZD6244	0.0773788451396422	-0.31848594836639	13	0.164556962025316	593	NR_039778	chr5	-	1063010	1063089	1063089	1063089	1	MIR4635
ACC	SLC12A7	AZD6244	0.0773788451396422	-0.31848594836639	13	0.164556962025316	593	NM_006598	chr5	-	1050488	1112172	1052474	1112106	24	SLC12A7
ACC	TERT	AZD6244	0.0773788451396422	-0.31848594836639	13	0.164556962025316	594	NM_001193376	chr5	-	1253286	1295162	1253842	1295104	15	TERT
ACC	PLEKHG4B	AZD6244	0.0773788451396422	-0.31848594836639	13	0.164556962025316	586	NM_052909	chr5	+	140372	190087	140422	182438	18	PLEKHG4B
ACC	LRRC14B	AZD6244	0.0773788451396422	-0.31848594836639	13	0.164556962025316	586	NM_001080478	chr5	+	191625	195468	191653	195468	2	LRRC14B
ACC	SDHA	AZD6244	0.0773788451396422	-0.31848594836639	13	0.164556962025316	586	NM_001294332	chr5	+	218337	257197	218470	256535	14	SDHA
ACC	PDCD6	AZD6244	0.0773788451396422	-0.31848594836639	13	0.164556962025316	587	NR_073609	chr5	+	271735	277055	277055	277055	3	PDCD6
ACC	AHRR	AZD6244	0.0773788451396422	-0.31848594836639	13	0.164556962025316	73	NM_020731	chr5	+	304290	438405	304334	434949	12	AHRR
ACC	EXOC3	AZD6244	0.0773788451396422	-0.31848594836639	13	0.164556962025316	588	NM_007277	chr5	+	443333	467409	446320	467013	13	EXOC3
ACC	CEP72	AZD6244	0.0773788451396422	-0.31848594836639	13	0.164556962025316	589	NM_018140	chr5	+	612404	653666	612476	653268	12	CEP72
ACC	TRIP13	AZD6244	0.0773788451396422	-0.31848594836639	13	0.164556962025316	73	NM_004237	chr5	+	892968	918164	893113	917218	13	TRIP13
ACC	NKD2	AZD6244	0.0773788451396422	-0.31848594836639	13	0.164556962025316	592	NM_001271082	chr5	+	1009076	1038927	1009172	1037783	11	NKD2
ACC	SLC6A19	AZD6244	0.0773788451396422	-0.31848594836639	13	0.164556962025316	594	NM_001003841	chr5	+	1201709	1225230	1201765	1222019	12	SLC6A19
ACC	SLC6A18	AZD6244	0.0773788451396422	-0.31848594836639	13	0.164556962025316	594	NM_182632	chr5	+	1225469	1246304	1225592	1246193	12	SLC6A18
ACC	CCDC127	Erlotinib	0.304965978992071	0.0311276176277745	13	0.164556962025316	586	NM_145265	chr5	-	204874	218297	205411	216964	3	CCDC127
ACC	SLC9A3	Erlotinib	0.304965978992071	0.0311276176277745	13	0.164556962025316	73	NM_001284351	chr5	-	472100	524549	473493	524437	17	SLC9A3
ACC	MIR4456	Erlotinib	0.304965978992071	0.0311276176277745	13	0.164556962025316	589	NR_039661	chr5	-	535954	535997	535997	535997	1	MIR4456
ACC	TPPP	Erlotinib	0.304965978992071	0.0311276176277745	13	0.164556962025316	590	NM_007030	chr5	-	659976	693510	665216	678175	4	TPPP
ACC	ZDHHC11	Erlotinib	0.304965978992071	0.0311276176277745	13	0.164556962025316	591	NM_024786	chr5	-	795719	851101	801221	850717	13	ZDHHC11
ACC	BRD9	Erlotinib	0.304965978992071	0.0311276176277745	13	0.164556962025316	591	NR_134296	chr5	-	863849	892637	892637	892637	17	BRD9
ACC	MIR4635	Erlotinib	0.304965978992071	0.0311276176277745	13	0.164556962025316	593	NR_039778	chr5	-	1063010	1063089	1063089	1063089	1	MIR4635
ACC	SLC12A7	Erlotinib	0.304965978992071	0.0311276176277745	13	0.164556962025316	593	NM_006598	chr5	-	1050488	1112172	1052474	1112106	24	SLC12A7
ACC	TERT	Erlotinib	0.304965978992071	0.0311276176277745	13	0.164556962025316	594	NM_001193376	chr5	-	1253286	1295162	1253842	1295104	15	TERT
ACC	PLEKHG4B	Erlotinib	0.304965978992071	0.0311276176277745	13	0.164556962025316	586	NM_052909	chr5	+	140372	190087	140422	182438	18	PLEKHG4B
ACC	LRRC14B	Erlotinib	0.304965978992071	0.0311276176277745	13	0.164556962025316	586	NM_001080478	chr5	+	191625	195468	191653	195468	2	LRRC14B
ACC	SDHA	Erlotinib	0.304965978992071	0.0311276176277745	13	0.164556962025316	586	NM_001294332	chr5	+	218337	257197	218470	256535	14	SDHA
ACC	PDCD6	Erlotinib	0.304965978992071	0.0311276176277745	13	0.164556962025316	587	NR_073609	chr5	+	271735	277055	277055	277055	3	PDCD6
ACC	AHRR	Erlotinib	0.304965978992071	0.0311276176277745	13	0.164556962025316	73	NM_020731	chr5	+	304290	438405	304334	434949	12	AHRR
ACC	EXOC3	Erlotinib	0.304965978992071	0.0311276176277745	13	0.164556962025316	588	NM_007277	chr5	+	443333	467409	446320	467013	13	EXOC3
ACC	CEP72	Erlotinib	0.304965978992071	0.0311276176277745	13	0.164556962025316	589	NM_018140	chr5	+	612404	653666	612476	653268	12	CEP72
ACC	TRIP13	Erlotinib	0.304965978992071	0.0311276176277745	13	0.164556962025316	73	NM_004237	chr5	+	892968	918164	893113	917218	13	TRIP13
ACC	NKD2	Erlotinib	0.304965978992071	0.0311276176277745	13	0.164556962025316	592	NM_001271082	chr5	+	1009076	1038927	1009172	1037783	11	NKD2
ACC	SLC6A19	Erlotinib	0.304965978992071	0.0311276176277745	13	0.164556962025316	594	NM_001003841	chr5	+	1201709	1225230	1201765	1222019	12	SLC6A19
ACC	SLC6A18	Erlotinib	0.304965978992071	0.0311276176277745	13	0.164556962025316	594	NM_182632	chr5	+	1225469	1246304	1225592	1246193	12	SLC6A18
ACC	CCDC127	Irinotecan	0.253765289014479	-0.0813531956965117	13	0.164556962025316	586	NM_145265	chr5	-	204874	218297	205411	216964	3	CCDC127
ACC	SLC9A3	Irinotecan	0.253765289014479	-0.0813531956965117	13	0.164556962025316	73	NM_001284351	chr5	-	472100	524549	473493	524437	17	SLC9A3
ACC	MIR4456	Irinotecan	0.253765289014479	-0.0813531956965117	13	0.164556962025316	589	NR_039661	chr5	-	535954	535997	535997	535997	1	MIR4456
ACC	TPPP	Irinotecan	0.253765289014479	-0.0813531956965117	13	0.164556962025316	590	NM_007030	chr5	-	659976	693510	665216	678175	4	TPPP
ACC	ZDHHC11	Irinotecan	0.253765289014479	-0.0813531956965117	13	0.164556962025316	591	NM_024786	chr5	-	795719	851101	801221	850717	13	ZDHHC11
ACC	BRD9	Irinotecan	0.253765289014479	-0.0813531956965117	13	0.164556962025316	591	NR_134296	chr5	-	863849	892637	892637	892637	17	BRD9
ACC	MIR4635	Irinotecan	0.253765289014479	-0.0813531956965117	13	0.164556962025316	593	NR_039778	chr5	-	1063010	1063089	1063089	1063089	1	MIR4635
ACC	SLC12A7	Irinotecan	0.253765289014479	-0.0813531956965117	13	0.164556962025316	593	NM_006598	chr5	-	1050488	1112172	1052474	1112106	24	SLC12A7
ACC	TERT	Irinotecan	0.253765289014479	-0.0813531956965117	13	0.164556962025316	594	NM_001193376	chr5	-	1253286	1295162	1253842	1295104	15	TERT
ACC	PLEKHG4B	Irinotecan	0.253765289014479	-0.0813531956965117	13	0.164556962025316	586	NM_052909	chr5	+	140372	190087	140422	182438	18	PLEKHG4B
ACC	LRRC14B	Irinotecan	0.253765289014479	-0.0813531956965117	13	0.164556962025316	586	NM_001080478	chr5	+	191625	195468	191653	195468	2	LRRC14B
ACC	SDHA	Irinotecan	0.253765289014479	-0.0813531956965117	13	0.164556962025316	586	NM_001294332	chr5	+	218337	257197	218470	256535	14	SDHA
ACC	PDCD6	Irinotecan	0.253765289014479	-0.0813531956965117	13	0.164556962025316	587	NR_073609	chr5	+	271735	277055	277055	277055	3	PDCD6
ACC	AHRR	Irinotecan	0.253765289014479	-0.0813531956965117	13	0.164556962025316	73	NM_020731	chr5	+	304290	438405	304334	434949	12	AHRR
ACC	EXOC3	Irinotecan	0.253765289014479	-0.0813531956965117	13	0.164556962025316	588	NM_007277	chr5	+	443333	467409	446320	467013	13	EXOC3
ACC	CEP72	Irinotecan	0.253765289014479	-0.0813531956965117	13	0.164556962025316	589	NM_018140	chr5	+	612404	653666	612476	653268	12	CEP72
ACC	TRIP13	Irinotecan	0.253765289014479	-0.0813531956965117	13	0.164556962025316	73	NM_004237	chr5	+	892968	918164	893113	917218	13	TRIP13
ACC	NKD2	Irinotecan	0.253765289014479	-0.0813531956965117	13	0.164556962025316	592	NM_001271082	chr5	+	1009076	1038927	1009172	1037783	11	NKD2
ACC	SLC6A19	Irinotecan	0.253765289014479	-0.0813531956965117	13	0.164556962025316	594	NM_001003841	chr5	+	1201709	1225230	1201765	1222019	12	SLC6A19
ACC	SLC6A18	Irinotecan	0.253765289014479	-0.0813531956965117	13	0.164556962025316	594	NM_182632	chr5	+	1225469	1246304	1225592	1246193	12	SLC6A18
ACC	CCDC127	L.685458	0.519669594926039	-0.0229973170785777	13	0.164556962025316	586	NM_145265	chr5	-	204874	218297	205411	216964	3	CCDC127
ACC	SLC9A3	L.685458	0.519669594926039	-0.0229973170785777	13	0.164556962025316	73	NM_001284351	chr5	-	472100	524549	473493	524437	17	SLC9A3
ACC	MIR4456	L.685458	0.519669594926039	-0.0229973170785777	13	0.164556962025316	589	NR_039661	chr5	-	535954	535997	535997	535997	1	MIR4456
ACC	TPPP	L.685458	0.519669594926039	-0.0229973170785777	13	0.164556962025316	590	NM_007030	chr5	-	659976	693510	665216	678175	4	TPPP
ACC	ZDHHC11	L.685458	0.519669594926039	-0.0229973170785777	13	0.164556962025316	591	NM_024786	chr5	-	795719	851101	801221	850717	13	ZDHHC11
ACC	BRD9	L.685458	0.519669594926039	-0.0229973170785777	13	0.164556962025316	591	NR_134296	chr5	-	863849	892637	892637	892637	17	BRD9
ACC	MIR4635	L.685458	0.519669594926039	-0.0229973170785777	13	0.164556962025316	593	NR_039778	chr5	-	1063010	1063089	1063089	1063089	1	MIR4635
ACC	SLC12A7	L.685458	0.519669594926039	-0.0229973170785777	13	0.164556962025316	593	NM_006598	chr5	-	1050488	1112172	1052474	1112106	24	SLC12A7
ACC	TERT	L.685458	0.519669594926039	-0.0229973170785777	13	0.164556962025316	594	NM_001193376	chr5	-	1253286	1295162	1253842	1295104	15	TERT
ACC	PLEKHG4B	L.685458	0.519669594926039	-0.0229973170785777	13	0.164556962025316	586	NM_052909	chr5	+	140372	190087	140422	182438	18	PLEKHG4B
ACC	LRRC14B	L.685458	0.519669594926039	-0.0229973170785777	13	0.164556962025316	586	NM_001080478	chr5	+	191625	195468	191653	195468	2	LRRC14B
ACC	SDHA	L.685458	0.519669594926039	-0.0229973170785777	13	0.164556962025316	586	NM_001294332	chr5	+	218337	257197	218470	256535	14	SDHA
ACC	PDCD6	L.685458	0.519669594926039	-0.0229973170785777	13	0.164556962025316	587	NR_073609	chr5	+	271735	277055	277055	277055	3	PDCD6
ACC	AHRR	L.685458	0.519669594926039	-0.0229973170785777	13	0.164556962025316	73	NM_020731	chr5	+	304290	438405	304334	434949	12	AHRR
ACC	EXOC3	L.685458	0.519669594926039	-0.0229973170785777	13	0.164556962025316	588	NM_007277	chr5	+	443333	467409	446320	467013	13	EXOC3
ACC	CEP72	L.685458	0.519669594926039	-0.0229973170785777	13	0.164556962025316	589	NM_018140	chr5	+	612404	653666	612476	653268	12	CEP72
ACC	TRIP13	L.685458	0.519669594926039	-0.0229973170785777	13	0.164556962025316	73	NM_004237	chr5	+	892968	918164	893113	917218	13	TRIP13
ACC	NKD2	L.685458	0.519669594926039	-0.0229973170785777	13	0.164556962025316	592	NM_001271082	chr5	+	1009076	1038927	1009172	1037783	11	NKD2
ACC	SLC6A19	L.685458	0.519669594926039	-0.0229973170785777	13	0.164556962025316	594	NM_001003841	chr5	+	1201709	1225230	1201765	1222019	12	SLC6A19
ACC	SLC6A18	L.685458	0.519669594926039	-0.0229973170785777	13	0.164556962025316	594	NM_182632	chr5	+	1225469	1246304	1225592	1246193	12	SLC6A18
ACC	CCDC127	Lapatinib	0.909716541498836	-0.00655312647368289	13	0.164556962025316	586	NM_145265	chr5	-	204874	218297	205411	216964	3	CCDC127
ACC	SLC9A3	Lapatinib	0.909716541498836	-0.00655312647368289	13	0.164556962025316	73	NM_001284351	chr5	-	472100	524549	473493	524437	17	SLC9A3
ACC	MIR4456	Lapatinib	0.909716541498836	-0.00655312647368289	13	0.164556962025316	589	NR_039661	chr5	-	535954	535997	535997	535997	1	MIR4456
ACC	TPPP	Lapatinib	0.909716541498836	-0.00655312647368289	13	0.164556962025316	590	NM_007030	chr5	-	659976	693510	665216	678175	4	TPPP
ACC	ZDHHC11	Lapatinib	0.909716541498836	-0.00655312647368289	13	0.164556962025316	591	NM_024786	chr5	-	795719	851101	801221	850717	13	ZDHHC11
ACC	BRD9	Lapatinib	0.909716541498836	-0.00655312647368289	13	0.164556962025316	591	NR_134296	chr5	-	863849	892637	892637	892637	17	BRD9
ACC	MIR4635	Lapatinib	0.909716541498836	-0.00655312647368289	13	0.164556962025316	593	NR_039778	chr5	-	1063010	1063089	1063089	1063089	1	MIR4635
ACC	SLC12A7	Lapatinib	0.909716541498836	-0.00655312647368289	13	0.164556962025316	593	NM_006598	chr5	-	1050488	1112172	1052474	1112106	24	SLC12A7
ACC	TERT	Lapatinib	0.909716541498836	-0.00655312647368289	13	0.164556962025316	594	NM_001193376	chr5	-	1253286	1295162	1253842	1295104	15	TERT
ACC	PLEKHG4B	Lapatinib	0.909716541498836	-0.00655312647368289	13	0.164556962025316	586	NM_052909	chr5	+	140372	190087	140422	182438	18	PLEKHG4B
ACC	LRRC14B	Lapatinib	0.909716541498836	-0.00655312647368289	13	0.164556962025316	586	NM_001080478	chr5	+	191625	195468	191653	195468	2	LRRC14B
ACC	SDHA	Lapatinib	0.909716541498836	-0.00655312647368289	13	0.164556962025316	586	NM_001294332	chr5	+	218337	257197	218470	256535	14	SDHA
ACC	PDCD6	Lapatinib	0.909716541498836	-0.00655312647368289	13	0.164556962025316	587	NR_073609	chr5	+	271735	277055	277055	277055	3	PDCD6
ACC	AHRR	Lapatinib	0.909716541498836	-0.00655312647368289	13	0.164556962025316	73	NM_020731	chr5	+	304290	438405	304334	434949	12	AHRR
ACC	EXOC3	Lapatinib	0.909716541498836	-0.00655312647368289	13	0.164556962025316	588	NM_007277	chr5	+	443333	467409	446320	467013	13	EXOC3
ACC	CEP72	Lapatinib	0.909716541498836	-0.00655312647368289	13	0.164556962025316	589	NM_018140	chr5	+	612404	653666	612476	653268	12	CEP72
ACC	TRIP13	Lapatinib	0.909716541498836	-0.00655312647368289	13	0.164556962025316	73	NM_004237	chr5	+	892968	918164	893113	917218	13	TRIP13
ACC	NKD2	Lapatinib	0.909716541498836	-0.00655312647368289	13	0.164556962025316	592	NM_001271082	chr5	+	1009076	1038927	1009172	1037783	11	NKD2
ACC	SLC6A19	Lapatinib	0.909716541498836	-0.00655312647368289	13	0.164556962025316	594	NM_001003841	chr5	+	1201709	1225230	1201765	1222019	12	SLC6A19
ACC	SLC6A18	Lapatinib	0.909716541498836	-0.00655312647368289	13	0.164556962025316	594	NM_182632	chr5	+	1225469	1246304	1225592	1246193	12	SLC6A18
ACC	CCDC127	LBW242	0.0649491440915487	0.078638308597541	13	0.164556962025316	586	NM_145265	chr5	-	204874	218297	205411	216964	3	CCDC127
ACC	SLC9A3	LBW242	0.0649491440915487	0.078638308597541	13	0.164556962025316	73	NM_001284351	chr5	-	472100	524549	473493	524437	17	SLC9A3
ACC	MIR4456	LBW242	0.0649491440915487	0.078638308597541	13	0.164556962025316	589	NR_039661	chr5	-	535954	535997	535997	535997	1	MIR4456
ACC	TPPP	LBW242	0.0649491440915487	0.078638308597541	13	0.164556962025316	590	NM_007030	chr5	-	659976	693510	665216	678175	4	TPPP
ACC	ZDHHC11	LBW242	0.0649491440915487	0.078638308597541	13	0.164556962025316	591	NM_024786	chr5	-	795719	851101	801221	850717	13	ZDHHC11
ACC	BRD9	LBW242	0.0649491440915487	0.078638308597541	13	0.164556962025316	591	NR_134296	chr5	-	863849	892637	892637	892637	17	BRD9
ACC	MIR4635	LBW242	0.0649491440915487	0.078638308597541	13	0.164556962025316	593	NR_039778	chr5	-	1063010	1063089	1063089	1063089	1	MIR4635
ACC	SLC12A7	LBW242	0.0649491440915487	0.078638308597541	13	0.164556962025316	593	NM_006598	chr5	-	1050488	1112172	1052474	1112106	24	SLC12A7
ACC	TERT	LBW242	0.0649491440915487	0.078638308597541	13	0.164556962025316	594	NM_001193376	chr5	-	1253286	1295162	1253842	1295104	15	TERT
ACC	PLEKHG4B	LBW242	0.0649491440915487	0.078638308597541	13	0.164556962025316	586	NM_052909	chr5	+	140372	190087	140422	182438	18	PLEKHG4B
ACC	LRRC14B	LBW242	0.0649491440915487	0.078638308597541	13	0.164556962025316	586	NM_001080478	chr5	+	191625	195468	191653	195468	2	LRRC14B
ACC	SDHA	LBW242	0.0649491440915487	0.078638308597541	13	0.164556962025316	586	NM_001294332	chr5	+	218337	257197	218470	256535	14	SDHA
ACC	PDCD6	LBW242	0.0649491440915487	0.078638308597541	13	0.164556962025316	587	NR_073609	chr5	+	271735	277055	277055	277055	3	PDCD6
ACC	AHRR	LBW242	0.0649491440915487	0.078638308597541	13	0.164556962025316	73	NM_020731	chr5	+	304290	438405	304334	434949	12	AHRR
ACC	EXOC3	LBW242	0.0649491440915487	0.078638308597541	13	0.164556962025316	588	NM_007277	chr5	+	443333	467409	446320	467013	13	EXOC3
